iso3;year;SSP1;SSP2;SSP3;SSP4;SSP5
LBR;2095;23514,24221;12166,37369;2047,519113;3725,497379;40704,24918
LBR;2100;26407,61932;14191,30915;2164,578308;4105,306577;47728,43576
LBY;1970;;;;;
LBY;1975;;;;;
LBY;1980;;;;;
LBY;1985;;;;;
LBY;1990;15252,97736;15252,97736;15252,97736;15252,97736;15252,97736
LBY;1995;14632,78737;14632,78737;14632,78737;14632,78737;14632,78737
LBY;2000;17260,39759;17260,39759;17260,39759;17260,39759;17260,39759
LBY;2005;18013,01804;18013,01804;18013,01804;18013,01804;18013,01804
LBY;2010;19233,33018;19233,33018;19233,33018;19233,33018;19233,33018
LBY;2015;18612,64798;18524,86652;18493,86873;18556,93565;18640,92613
LBY;2020;17019,95977;16788,52207;16537,60024;16561,58301;17168,32073
LBY;2025;15827,4716;15334,64004;14704,71767;14609,74595;16198,07183
LBY;2030;15874,51334;15017,54134;13879,01403;13650,17472;16585,81598
LBY;2035;16900,39668;15606,58569;13819,63069;13455,21572;18095,36351
LBY;2040;18704,44599;16889,02265;14278,40018;13811,9578;20552,10778
LBY;2045;21109,57899;18686,53171;15047,5241;14516,90992;23789,93864
LBY;2050;23954,18912;20875,90108;15980,00108;15410,43079;27640,90484
LBY;2055;27130,81204;23393,91456;16988,42678;16397,70923;31983,23867
LBY;2060;30421,27876;26110,93117;17993,51809;17419,2027;36770,79522
LBY;2065;33626,72054;28863,62638;18948,4346;18437,05228;42131,61171
LBY;2070;36878,48924;31532,66456;19842,57949;19438,34877;48195,18333
LBY;2075;40372,80754;34185,10671;20704,38939;20421,43375;55046,15124
LBY;2080;44283,65686;37025,36709;21577,26065;21399,93514;62752,82862
LBY;2085;48708,83801;40216,08479;22502,67515;22398,98202;71450,48942
LBY;2090;53660,87608;43819,101;23500,76499;23452,34454;81201,68568
LBY;2095;58975,46617;47782,38782;24568,88573;24564,57927;91812,96168
LBY;2100;64765,46552;52073,39186;25694,1451;25741,65821;103504,2334
LCA;1970;4642,972198;4642,972198;4642,972198;4642,972198;4642,972198
LCA;1975;5122,61331;5122,61331;5122,61331;5122,61331;5122,61331
LCA;1980;6633,182612;6633,182612;6633,182612;6633,182612;6633,182612
LCA;1985;6474,133143;6474,133143;6474,133143;6474,133143;6474,133143
LCA;1990;9184,017279;9184,017279;9184,017279;9184,017279;9184,017279
LCA;1995;9421,127005;9421,127005;9421,127005;9421,127005;9421,127005
LCA;2000;10623,14085;10623,14085;10623,14085;10623,14085;10623,14085
LCA;2005;11762,71427;11762,71427;11762,71427;11762,71427;11762,71427
LCA;2010;13079,22013;13079,22013;13079,22013;13079,22013;13079,22013
LCA;2015;14259,35101;14189,19168;14069,14726;14068,29894;14283,03573
LCA;2020;15583,75516;15215,26322;14740,57699;14704,03077;15721,26931
LCA;2025;17087,80302;16287,48259;15297,9557;15157,19997;17477,59146
LCA;2030;18749,56818;17491,48994;15930,0562;15622,43727;19545,16423
LCA;2035;20483,7258;18879,96153;16749,42514;16205,54531;21833,35905
LCA;2040;22933,22562;20611,73505;17841,54295;17068,81472;25038,75501
LCA;2045;26000,27913;22607,96865;19077,02503;18123,22214;29069,07916
LCA;2050;29292,10514;25046,17437;20241,25659;19165,81386;33483,77504
LCA;2055;32271,89578;27704,30853;21240,71212;20050,61363;38044,3426
LCA;2060;35065,73982;30397,40167;22135,79556;20820,08833;42967,99613
LCA;2065;37955,70455;32976,21555;23045,79543;21575,74605;48511,75224
LCA;2070;41165,35025;35588,12549;24023,58155;22369,33293;54776,59467
LCA;2075;44727,07658;38368,57369;25001,44117;23143,27187;61760,73982
LCA;2080;48661,56841;41388,88296;25947,86152;23912,85687;69509,18897
LCA;2085;52942,92999;44633,43238;26867,18545;24684,06023;78022,84684
LCA;2090;57654,88256;48082,88531;27818,19883;25501,00019;87466,87351
LCA;2095;62657,2632;51695,69793;28835,65068;26394,71638;97666,79155
LCA;2100;67841,63193;55453,44993;29946,66006;27357,81802;108478,7711
LKA;1970;1117,076183;1117,076183;1117,076183;1117,076183;1117,076183
LKA;1975;1185,654237;1185,654237;1185,654237;1185,654237;1185,654237
LKA;1980;1444,372139;1444,372139;1444,372139;1444,372139;1444,372139
LKA;1985;1727,91369;1727,91369;1727,91369;1727,91369;1727,91369
LKA;1990;1896,603625;1896,603625;1896,603625;1896,603625;1896,603625
LKA;1995;2308,815728;2308,815728;2308,815728;2308,815728;2308,815728
LKA;2000;2848,078969;2848,078969;2848,078969;2848,078969;2848,078969
LKA;2005;3322,789766;3322,789766;3322,789766;3322,789766;3322,789766
LKA;2010;4034,146362;4034,146362;4034,146362;4034,146362;4034,146362
LKA;2015;4499,871404;4480,852224;4475,273178;4486,375613;4508,539502
LKA;2020;4678,055148;4583,798838;4497,214035;4516,760699;4733,325256
LKA;2025;4822,203942;4551,393389;4283,274289;4324,136929;4978,992455
LKA;2030;5204,0547;4681,128218;4151,13048;4234,323333;5533,388211
LKA;2035;5903,818437;5006,766849;4140,159495;4285,225282;6512,803252
LKA;2040;6974,139481;5542,811731;4239,374014;4481,194061;8011,227097
LKA;2045;8441,420777;6278,674631;4413,345195;4790,370102;10098,84774
LKA;2050;10264,27074;7221,615577;4619,842449;5174,768799;12761,38417
LKA;2055;12407,15007;8367,298343;4826,490173;5589,855382;15979,99448
LKA;2060;14753,98074;9695,493163;5023,090149;6016,876634;19621,75415
LKA;2065;17155,79503;11169,61055;5214,5652;6450,061384;23475,0803
LKA;2070;19497,33252;12760,69766;5396,255717;6878,380869;27361,37226
LKA;2075;21743,67752;14445,9766;5569,260538;7300,910807;31201,84326
LKA;2080;23914,51885;16213,91877;5749,346167;7760,44807;35162,19015
LKA;2085;26056,2677;18053,56294;5945,483616;8282,445911;39740,1993
LKA;2090;28220,00882;19950,65783;6158,899735;8870,73218;45376,20602
LKA;2095;30378,15056;21882,66488;6381,575253;9509,713534;52230,56256
LKA;2100;32604,63391;23826,50731;6610,845522;10177,53068;60330,58876
LSO;1970;551,5596542;551,5596542;551,5596542;551,5596542;551,5596542
LSO;1975;642,0203494;642,0203494;642,0203494;642,0203494;642,0203494
LSO;1980;793,7908393;793,7908393;793,7908393;793,7908393;793,7908393
LSO;1985;768,8685357;768,8685357;768,8685357;768,8685357;768,8685357
LSO;1990;908,9499208;908,9499208;908,9499208;908,9499208;908,9499208
LSO;1995;986,0923387;986,0923387;986,0923387;986,0923387;986,0923387
LSO;2000;1101,909651;1101,909651;1101,909651;1101,909651;1101,909651
LSO;2005;1167,149815;1167,149815;1167,149815;1167,149815;1167,149815
LSO;2010;1308,739841;1308,739841;1308,739841;1308,739841;1308,739841
LSO;2015;1373,224501;1338,77814;1303,040079;1299,559863;1375,417823
LSO;2020;1470,032497;1369,351106;1260,872213;1259,772336;1488,632963
LSO;2025;1666,509841;1448,105491;1225,897137;1234,572306;1728,200353
LSO;2030;2014,646162;1618,784182;1236,339576;1265,836313;2164,458444
LSO;2035;2525,017793;1881,050151;1285,915218;1350,538264;2833,733107
LSO;2040;3196,926205;2220,706172;1354,295229;1473,362784;3764,995281
LSO;2045;4023,737293;2625,57588;1424,513747;1618,55289;4977,473206
LSO;2050;5009,044936;3097,7589;1488,591685;1777,340966;6496,831417
LSO;2055;6173,664046;3655,93332;1556,335468;1961,300356;8367,090231
LSO;2060;7540,861795;4323,785139;1634,605412;2180,800558;10637,08903
LSO;2065;9287,67628;5123,754904;1723,657381;2436,815815;13578,42675
LSO;2070;11397,70969;6068,681279;1822,518812;2728,995701;17196,16522
LSO;2075;13754,44149;7165,537119;1926,147115;3050,937312;21326,05449
LSO;2080;16157,80158;8396,896572;2034,535867;3404,006219;25647,51043
LSO;2085;18510,43832;9918,226897;2148,637026;3791,936968;29984,43519
LSO;2090;20797,51109;11712,30739;2267,620323;4215,212981;34319,04693
LSO;2095;23058,37438;13699,19753;2389,966115;4672,095092;39232,96142
LSO;2100;25342,78573;15743,97024;2519,643294;5171,473637;45290,03699
LTU;1970;;;;;
LTU;1975;;;;;
LTU;1980;;;;;
LTU;1985;;;;;
LTU;1990;;;;;
LTU;1995;7185,712798;7185,712798;7185,712798;7185,712798;7185,712798
LTU;2000;8942,406362;8942,406362;8942,406362;8942,406362;8942,406362
LTU;2005;13240,42594;13240,42594;13240,42594;13240,42594;13240,42594
LTU;2010;14189,10932;14189,10932;14189,10932;14189,10932;14189,10932
LTU;2015;17657,70538;17704,7;17760,11236;17672,61511;17693,3879
LTU;2020;20750,65585;20764,0095;20773,77849;20524,01288;20949,52743
LTU;2025;23822,60987;23630,02988;23416,76788;22945,09858;24382,22263
LTU;2030;26143,46773;25631,13991;25083,13569;24333,95077;27234,89116
LTU;2035;27766,12846;26988,83352;26161,06823;25037,14827;29499,94678
LTU;2040;28926,55458;27988,25598;26950,32349;25444,34381;31351,79103
LTU;2045;29924,57953;28880,55299;27666,33433;25830,26207;33270,99195
LTU;2050;31003,00608;29797,71688;28409,50818;26305,29548;35653,79082
LTU;2055;32442,69388;30843,03829;29257,95982;26920,43084;38777,91245
LTU;2060;34430,84037;32216,27611;30278,41173;27720,52959;42802,07605
LTU;2065;36969,58362;33984,0927;31514,72743;28686,42248;47713,42983
LTU;2070;39953,58209;36103,61502;32959,09329;29757,52411;53429,5052
LTU;2075;43260,71038;38452,99296;34559,53128;30839,12156;59828,20347
LTU;2080;46880,16546;40972,34788;36272,96917;32021,91094;66918,8598
LTU;2085;50907,00196;43679,07353;38121,62274;33399,42566;74862,07417
LTU;2090;55469,31356;46658,84452;40177,66922;35060,50654;83900,57044
LTU;2095;60429,14255;49965,10229;42493,79484;37012,23499;93883,36073
LTU;2100;65553,69444;53566,81461;45058,02917;39210,78673;104485,014
LUX;1970;22776,85118;22776,85118;22776,85118;22776,85118;22776,85118
LUX;1975;24872,05094;24872,05094;24872,05094;24872,05094;24872,05094
LUX;1980;27463,13943;27463,13943;27463,13943;27463,13943;27463,13943
LUX;1985;31338,41687;31338,41687;31338,41687;31338,41687;31338,41687
LUX;1990;43303,98751;43303,98751;43303,98751;43303,98751;43303,98751
LUX;1995;49761,65567;49761,65567;49761,65567;49761,65567;49761,65567
LUX;2000;62636,28364;62636,28364;62636,28364;62636,28364;62636,28364
LUX;2005;71160,98616;71160,98616;71160,98616;71160,98616;71160,98616
LUX;2010;84575,50799;84575,50799;84575,50799;84575,50799;84575,50799
LUX;2015;99440,93779;99746,87212;98648,37667;100037,3182;98925,13959
LUX;2020;115454,2034;115917,4275;111702,2459;116459,3164;114805,0759
LUX;2025;129625,8122;129624,898;121052,0451;130187,0656;129478,5505
LUX;2030;143205,8058;142145,7371;128690,6116;142263,965;144812,3564
LUX;2035;156919,9171;154498,1084;136175,6288;153536,5694;161259,3798
LUX;2040;170898,7225;167035,0682;144221,5804;164606,7775;178366,8703
LUX;2045;185076,5328;179667,3739;152759,1486;175662,1802;195772,1327
LUX;2050;199240,8531;192165,1332;161549,5113;186641,629;213013,3564
LUX;2055;213274,0467;204388,2014;170417,5275;197500,8283;230031,6355
LUX;2060;227038,5619;216291,7632;179228,7042;208174,3489;246849,4232
LUX;2065;240831,6974;228196,6068;188125,4526;218925,0129;264099,5989
LUX;2070;254711,8695;240001,6686;197132,3519;229710,2347;281748,9155
LUX;2075;268830,5158;251713,8522;206270,7607;240518,9176;299851,1004
LUX;2080;283146,1113;263440,3131;215574,8802;251436,5661;318339,3862
LUX;2085;298163,8255;275318,4683;225181,9491;262626,7009;337712,4138
LUX;2090;314079,2288;287410,5744;235296,0783;274194,5447;358279,5277
LUX;2095;330210,3499;299690,8346;245989,774;286115,6348;379600,4125
LUX;2100;346927,356;312544,143;257225,5832;298765,5637;401985,522
LVA;1970;;;;;
LVA;1975;;;;;
LVA;1980;;;;;
LVA;1985;;;;;
LVA;1990;;;;;
LVA;1995;6204,375203;6204,375203;6204,375203;6204,375203;6204,375203
LVA;2000;8296,093331;8296,093331;8296,093331;8296,093331;8296,093331
LVA;2005;12451,79415;12451,79415;12451,79415;12451,79415;12451,79415
LVA;2010;12776,46391;12776,46391;12776,46391;12776,46391;12776,46391
LVA;2015;15688,85958;15752,54426;15790,17204;15723,43112;15712,9338
LVA;2020;18718,43232;18761,66921;18728,04865;18533,27217;18876,05718
LVA;2025;22310,35768;22126,64704;21857,56426;21461,28276;22799,5889
LVA;2030;25238,45519;24692,10872;24064,77543;23402,89457;26289,92194
LVA;2035;27390,65734;26543,72647;25581,99798;24572,03054;29165,69152
LVA;2040;28971,69268;27973,75798;26738,75735;25346,31644;31533,32233
LVA;2045;30316,28921;29264,25701;27788,23406;26020,29194;33895,07602
LVA;2050;31647,05867;30477,99144;28774,43762;26644,83031;36617,79682
LVA;2055;33307,34035;31816,21752;29823,73701;27354,90442;40051,59123
LVA;2060;35429,17597;33408,53117;30974,91879;28176,48571;44292,57049
LVA;2065;38019,76047;35325,80426;32320,05997;29142,07071;49347,73981
LVA;2070;41007,65445;37522,60635;33853,67048;30211,97496;55150,1634
LVA;2075;44337,99971;39954,06191;35558,72074;31383,78343;61653,10056
LVA;2080;48041,67961;42585,12924;37396,0099;32708,36988;68939,53915
LVA;2085;52141,32426;45389,27618;39365,67827;34219,22986;77086,28038
LVA;2090;56723,75073;48385,35986;41511,75816;35946,26722;86258,90568
LVA;2095;61622,08235;51609,29771;43879,21851;37889,8474;96241,34668
LVA;2100;66530,67281;55064,53975;46458,88517;40016,38712;106613,9311
MAR;1970;1478,761216;1478,761216;1478,761216;1478,761216;1478,761216
MAR;1975;1840,053636;1840,053636;1840,053636;1840,053636;1840,053636
MAR;1980;2094,185555;2094,185555;2094,185555;2094,185555;2094,185555
MAR;1985;2134,355486;2134,355486;2134,355486;2134,355486;2134,355486
MAR;1990;2344,084032;2344,084032;2344,084032;2344,084032;2344,084032
MAR;1995;2275,192629;2275,192629;2275,192629;2275,192629;2275,192629
MAR;2000;2561,401888;2561,401888;2561,401888;2561,401888;2561,401888
MAR;2005;3044,889833;3044,889833;3044,889833;3044,889833;3044,889833
MAR;2010;3291,767719;3291,767719;3291,767719;3291,767719;3291,767719
MAR;2015;3764,162216;3708,808879;3616,313262;3621,343943;3772,771536
MAR;2020;4258,673237;4057,852826;3742,630063;3766,249163;4309,526004
MAR;2025;4863,285338;4439,871851;3790,972323;3844,523155;5014,206814
MAR;2030;5654,690596;4938,143777;3868,067275;3962,304521;5982,357504
MAR;2035;6651,952512;5576,065485;3986,250735;4133,463382;7263,63828
MAR;2040;7830,792943;6322,531256;4097,794872;4330,714096;8860,904063
MAR;2045;9326,960159;7181,813378;4186,804845;4548,282096;10977,33442
MAR;2050;11203,617;8165,140455;4259,79332;4792,984212;13717,94997
MAR;2055;13454,54419;9308,679824;4350,176247;5081,089579;17095,40272
MAR;2060;15944,48437;10613,64;4473,984122;5419,369281;20931,08736
MAR;2065;18499,97188;12266,35897;4638,581373;5803,194925;24961,136
MAR;2070;20990,47755;14216,1521;4832,156371;6225,95884;28988,01168
MAR;2075;23338,12684;16336,2097;5030,598074;6671,846578;32886,86669
MAR;2080;25535,73931;18427,03195;5214,264449;7135,552116;37015,2997
MAR;2085;27621,63231;20406,85104;5385,551226;7622,90111;41850,35022
MAR;2090;29658,74916;22277,37928;5565,007073;8153,370809;47773,31304
MAR;2095;31662,45447;24074,00229;5769,872053;8743,042381;54867,58411
MAR;2100;33964,43438;25836,04352;6006,793384;9385,374044;63244,21103
MDA;1970;;;;;
MDA;1975;;;;;
MDA;1980;;;;;
MDA;1985;;;;;
MDA;1990;;;;;
MDA;1995;1590,605436;1590,605436;1590,605436;1590,605436;1590,605436
MDA;2000;1580,300029;1580,300029;1580,300029;1580,300029;1580,300029
MDA;2005;2237,109702;2237,109702;2237,109702;2237,109702;2237,109702
MDA;2010;2495,83844;2495,83844;2495,83844;2495,83844;2495,83844
MDA;2015;4197,415231;4201,244627;4180,99599;4192,345096;4215,09799
MDA;2020;7653,488734;7570,727357;7451,975324;7464,255616;7753,781844
MDA;2025;13481,4812;13052,01067;12674,91812;12589,62;13846,75577
MDA;2030;19949,9251;18910,01169;18139,37414;17731,47739;20827,2883
MDA;2035;25330,27138;23733,04731;22505,37132;21605,05651;26992,45027
MDA;2040;28999,81022;27147,72922;25421,37221;24040,17111;31639,28666
MDA;2045;31400,399;29572,14294;27324,50049;25551,20208;35208,64054
MDA;2050;33180,51763;31405,80088;28660,08263;26528,62798;38405,05679
MDA;2055;34956,50029;33098,03117;29823,2478;27323,80943;41875,24697
MDA;2060;37036,47551;34926,05582;30997,40412;28147,86011;45932,49486
MDA;2065;39493,86103;36997,40284;32311,80394;29129,26922;50613,9821
MDA;2070;42397,50628;39377,34346;33807,95598;30343,86201;56095,44152
MDA;2075;45749,31095;42067,44958;35509,90341;31792,57236;62458,24787
MDA;2080;49540,04539;44988,08442;37390,8174;33420,34936;69741,62456
MDA;2085;53716,35564;48066,99764;39425,32977;35178,25891;77905,20993
MDA;2090;58271,61044;51293,5286;41620,09332;37062,34652;86995,29881
MDA;2095;63181,40456;54714,98665;44005,50235;39099,59662;97004,82247
MDA;2100;68273,58017;58378,7877;46591,83853;41310,94909;107640,3724
MDG;1970;950,596802;950,596802;950,596802;950,596802;950,596802
MDG;1975;954,5977046;954,5977046;954,5977046;954,5977046;954,5977046
MDG;1980;808,9199801;808,9199801;808,9199801;808,9199801;808,9199801
MDG;1985;762,8031475;762,8031475;762,8031475;762,8031475;762,8031475
MDG;1990;915,3348915;915,3348915;915,3348915;915,3348915;915,3348915
MDG;1995;801,4639557;801,4639557;801,4639557;801,4639557;801,4639557
MDG;2000;811,7967492;811,7967492;811,7967492;811,7967492;811,7967492
MDG;2005;741,6964037;741,6964037;741,6964037;741,6964037;741,6964037
MDG;2010;752,732561;752,732561;752,732561;752,732561;752,732561
MDG;2015;875,5830492;822,5623666;813,7717114;811,6106222;876,6892912
MDG;2020;1092,291415;962,4403138;922,6051945;923,2341256;1106,498139
MDG;2025;1369,412248;1135,871003;1038,668786;1053,294542;1424,270751
MDG;2030;1673,074595;1315,437469;1134,034874;1181,053325;1811,547225
MDG;2035;2024,887329;1502,357963;1208,374901;1305,663285;2303,840257
MDG;2040;2443,764939;1696,682938;1260,369765;1423,820258;2936,420019
MDG;2045;2953,29;1905,695764;1294,623731;1537,021585;3754,048921
MDG;2050;3586,953603;2142,159838;1321,662419;1655,923411;4819,989269
MDG;2055;4350,907852;2407,45426;1346,458131;1785,765803;6166,881804
MDG;2060;5258,256372;2706,646699;1370,515779;1928,295053;7836,772617
MDG;2065;6321,61612;3047,632695;1393,957467;2081,584648;9865,140305
MDG;2070;7566,995603;3444,905746;1417,589759;2244,948375;12300,11818
MDG;2075;8996,657297;3911,778398;1441,042087;2416,754017;15144,31158
MDG;2080;10629,91719;4466,647706;1465,411152;2598,997215;18422,8593
MDG;2085;12437,95968;5122,616496;1490,029935;2791,238641;22077,97868
MDG;2090;14364,66146;5891,829011;1515,608485;2995,625026;26000,08084
MDG;2095;16349,97662;6780,248391;1542,716213;3214,360707;30069,64506
MDG;2100;18339,62933;7801,384612;1572,760443;3451,584846;34207,40806
MDV;1970;732,0289044;732,0289044;732,0289044;732,0289044;732,0289044
MDV;1975;673,4609409;673,4609409;673,4609409;673,4609409;673,4609409
MDV;1980;983,8761251;983,8761251;983,8761251;983,8761251;983,8761251
MDV;1985;1533,01245;1533,01245;1533,01245;1533,01245;1533,01245
MDV;1990;2060,34763;2060,34763;2060,34763;2060,34763;2060,34763
MDV;1995;2366,884944;2366,884944;2366,884944;2366,884944;2366,884944
MDV;2000;3137,338161;3137,338161;3137,338161;3137,338161;3137,338161
MDV;2005;4679,375782;4679,375782;4679,375782;4679,375782;4679,375782
MDV;2010;4461,453996;4461,453996;4461,453996;4461,453996;4461,453996
MDV;2015;5381,701729;5347,818008;5498,813829;5315,46646;5388,502338
MDV;2020;5915,483869;5736,687722;6064,131674;5598,104719;5980,694544
MDV;2025;6527,970833;6094,834321;6502,13203;5759,043744;6741,77132
MDV;2030;7283,10066;6507,438598;6810,883273;5903,26469;7764,26337
MDV;2035;8220,230222;7048,561617;7098,74308;6116,800797;9104,771586
MDV;2040;9339,635623;7711,413282;7371,457985;6415,296116;10777,37046
MDV;2045;10757,30678;8584,828665;7711,132329;6866,827349;12930,89579
MDV;2050;12401,91197;9600,766807;8057,324705;7404,680685;15496,93544
MDV;2055;14554,72866;10677,36452;8362,543593;7944,912678;18844,73861
MDV;2060;17107,27433;11803,27242;8622,971486;8459,810571;22866,00823
MDV;2065;19875,94323;13075,79187;8900,253363;9003,416763;27320,01402
MDV;2070;22535,37779;14517,61615;9200,219519;9596,244099;31738,64989
MDV;2075;24919,58331;16302,83774;9489,557259;10214,09311;36061,04926
MDV;2080;27041,5062;18292,20213;9713,696153;10805,37443;40714,46884
MDV;2085;28969,5562;20312,15682;9870,51346;11355,64972;46080,12744
MDV;2090;30780,89316;22205,03768;9999,48888;11908,13178;52344,08224
MDV;2095;32540,47532;23893,80649;10142,65447;12481,69931;59302,57272
MDV;2100;34362,13437;25364,10541;10324,76425;13058,21641;66683,23781
MEX;1970;6353,048148;6353,048148;6353,048148;6353,048148;6353,048148
MEX;1975;7665,844796;7665,844796;7665,844796;7665,844796;7665,844796
MEX;1980;9392,999906;9392,999906;9392,999906;9392,999906;9392,999906
MEX;1985;9016,035562;9016,035562;9016,035562;9016,035562;9016,035562
MEX;1990;8800,994452;8800,994452;8800,994452;8800,994452;8800,994452
MEX;1995;8631,382774;8631,382774;8631,382774;8631,382774;8631,382774
MEX;2000;10566,14182;10566,14182;10566,14182;10566,14182;10566,14182
MEX;2005;11964,74873;11964,74873;11964,74873;11964,74873;11964,74873
MEX;2010;11633,91711;11633,91711;11633,91711;11633,91711;11633,91711
MEX;2015;12751,3099;12678,53033;12625,79204;12653,71617;12776,68959
MEX;2020;14532,3021;14235,44737;14026,00259;14022,6199;14658,30706
MEX;2025;16965,12145;16302,28817;15806,19464;15637,55828;17328,51668
MEX;2030;19503,4158;18419,49985;17510,88795;17029,53087;20260,41979
MEX;2035;22336,93386;20549,39878;19169,05414;18250,04069;23725,49404
MEX;2040;25419,96238;22977,5001;20711,64053;19356,57665;27686,35447
MEX;2045;28571,92863;25636,00392;22206,50485;20466,93983;31909,62351
MEX;2050;31545,24172;28390,8747;23853,52214;21809,95584;36237,17043
MEX;2055;34373,35282;31012,47006;25617,92852;23283,23168;40852,28508
MEX;2060;37266,6816;33514,4426;27324,53903;24733,69586;45981,81984
MEX;2065;40352,33922;35996,77299;28883,37217;26016,81923;51667,82642
MEX;2070;43735,6546;38613,58274;30300,50074;27175,55262;57998,58912
MEX;2075;47428,06617;41451,0916;31674,67211;28262,05461;65007,47241
MEX;2080;51422,42881;44523,18457;33067,6941;29320,93413;72710,04592
MEX;2085;55739,38461;47808,76063;34512,8254;30376,69483;81162,2503
MEX;2090;60364,47268;51279,5486;36026,88326;31495,06587;90373,82451
MEX;2095;65322,47324;54882,62554;37613,07114;32743,59547;100412,9199
MEX;2100;70655,30883;58610,83197;39300,69675;34141,68105;111371,0964
MKD;1970;;;;;
MKD;1975;;;;;
MKD;1980;;;;;
MKD;1985;;;;;
MKD;1990;6951,967555;6951,967555;6951,967555;6951,967555;6951,967555
MKD;1995;5820,025953;5820,025953;5820,025953;5820,025953;5820,025953
MKD;2000;6336,424948;6336,424948;6336,424948;6336,424948;6336,424948
MKD;2005;6613,974248;6613,974248;6613,974248;6613,974248;6613,974248
MKD;2010;7682,190448;7682,190448;7682,190448;7682,190448;7682,190448
MKD;2015;9707,793898;9698,102167;9692,367348;9689,451432;9715,665973
MKD;2020;12834,74354;12742,25444;12679,02198;12619,34232;12919,47375
MKD;2025;16602,43504;16299,91604;16063,47352;15839,32301;16927,28573
MKD;2030;20413,86821;19780,22386;19200,42834;18716,5288;21247,70273
MKD;2035;23916,56097;22923,55595;21865,64268;21051,31806;25540,31411
MKD;2040;27019,57821;25697,03267;24048,92229;22908,29035;29659,8545
MKD;2045;29769,37259;28177,72218;25861,16635;24422,66605;33575,43506
MKD;2050;32258,56259;30478,93102;27454,83713;25713,46393;37580,90307
MKD;2055;34749,42432;32721,90585;28936,41331;26883,42026;41984,49396
MKD;2060;37455,9799;35069,27278;30380,52741;28037,55254;47017,89591
MKD;2065;40527,90567;37676,72486;31890,55563;29308,86996;52811,48989
MKD;2070;43911,77035;40495,70704;33483,61482;30678,28338;59278,48593
MKD;2075;47559,58446;43468,21577;35185,04834;32144,47596;66358,55033
MKD;2080;51477,21;46577,91153;37020,49884;33734,86427;74087,15938
MKD;2085;55682,81317;49814,43383;39002,16988;35461,17154;82520,39912
MKD;2090;60300,02105;53189,88267;41135,50456;37332,93513;91885,86547
MKD;2095;65249,95062;56728,22541;43429,90936;39349,35388;102114,5025
MKD;2100;70527,84855;60469,45637;45888,7503;41520,71072;113181,6954
MLI;1970;473,8022308;473,8022308;473,8022308;473,8022308;473,8022308
MLI;1975;482,4609573;482,4609573;482,4609573;482,4609573;482,4609573
MLI;1980;563,6593051;563,6593051;563,6593051;563,6593051;563,6593051
MLI;1985;589,0022478;589,0022478;589,0022478;589,0022478;589,0022478
MLI;1990;687,8081862;687,8081862;687,8081862;687,8081862;687,8081862
MLI;1995;707,3106775;707,3106775;707,3106775;707,3106775;707,3106775
MLI;2000;750,4477287;750,4477287;750,4477287;750,4477287;750,4477287
MLI;2005;890,559574;890,559574;890,559574;890,559574;890,559574
MLI;2010;998,4958534;998,4958534;998,4958534;998,4958534;998,4958534
MLI;2015;1270,095016;1161,233943;1097,349755;1097,05481;1272,270279
MLI;2020;1598,224088;1338,441785;1175,709475;1179,561411;1618,266557
MLI;2025;1977,94693;1610,013228;1251,799932;1269,947336;2156,165485
MLI;2030;2508,633887;1970,347985;1332,803307;1382,090083;2899,605635
MLI;2035;3233,890082;2398,270394;1415,188067;1514,038544;3886,839334
MLI;2040;4168,161844;2860,012447;1493,599245;1658,620244;5117,201716
MLI;2045;5268,82038;3358,955696;1563,548274;1807,527903;6638,839524
MLI;2050;6376,125717;3906,30915;1627,300645;1961,078087;8302,251614
MLI;2055;7520,48411;4504,902875;1687,210458;2120,939724;10170,61059
MLI;2060;8802,245993;5158,915459;1744,70619;2288,65515;12387,82194
MLI;2065;10344,35225;5869,358032;1801,396459;2465,984793;15129,44867
MLI;2070;12182,96907;6649,069796;1860,596612;2658,017071;18461,62589
MLI;2075;14305,86562;7523,936259;1922,171084;2865,172777;22371,98175
MLI;2080;16668,37473;8516,030477;1989,28096;3092,6244;26785,09495
MLI;2085;19206,56095;9644,172454;2061,891514;3341,252882;31585,24305
MLI;2090;21860,77422;10924,777;2139,776811;3611,697872;36804,70258
MLI;2095;24580,47592;12377,42621;2223,15533;3905,404317;42781,73817
MLI;2100;27334,01193;13999,40263;2311,509596;4222,6163;49864,75753
MLT;1970;4414,456489;4414,456489;4414,456489;4414,456489;4414,456489
MLT;1975;5547,6517;5547,6517;5547,6517;5547,6517;5547,6517
MLT;1980;9261,117493;9261,117493;9261,117493;9261,117493;9261,117493
MLT;1985;10298,77258;10298,77258;10298,77258;10298,77258;10298,77258
MLT;1990;13360,79565;13360,79565;13360,79565;13360,79565;13360,79565
MLT;1995;16578,4676;16578,4676;16578,4676;16578,4676;16578,4676
MLT;2000;20056,12756;20056,12756;20056,12756;20056,12756;20056,12756
MLT;2005;20635,74407;20635,74407;20635,74407;20635,74407;20635,74407
MLT;2010;21667,52771;21667,52771;21667,52771;21667,52771;21667,52771
MLT;2015;24653,36439;24643,57932;23123,29087;24610,76177;24662,46756
MLT;2020;29433,17751;29357,6281;25052,49192;29106,91197;29557,26598
MLT;2025;35465,37692;35234,56737;27552,28471;34482,41664;35915,9205
MLT;2030;41819,6824;41362,9491;30447,66143;39746,8947;42929,54811
