iso3;year;SSP1;SSP2;SSP3;SSP4;SSP5
DOM;2095;48891,3145;39450,29349;22696,45242;23369,58338;81693,4653
DOM;2100;53260,35796;42136,54486;23536,43862;24364,47711;91723,70456
DZA;1970;4008,330101;4008,330101;4008,330101;4008,330101;4008,330101
DZA;1975;4031,444389;4031,444389;4031,444389;4031,444389;4031,444389
DZA;1980;4795,868034;4795,868034;4795,868034;4795,868034;4795,868034
DZA;1985;5137,130839;5137,130839;5137,130839;5137,130839;5137,130839
DZA;1990;4941,874541;4941,874541;4941,874541;4941,874541;4941,874541
DZA;1995;4517,030103;4517,030103;4517,030103;4517,030103;4517,030103
DZA;2000;4935,947849;4935,947849;4935,947849;4935,947849;4935,947849
DZA;2005;5897,595474;5897,595474;5897,595474;5897,595474;5897,595474
DZA;2010;6074,409124;6074,409124;6074,409124;6074,409124;6074,409124
DZA;2015;6467,357965;6440,849651;6370,140759;6384,699419;6477,521678
DZA;2020;6953,142593;6803,033684;6510,104593;6517,819241;7028,206068
DZA;2025;7840,91591;7456,397098;6757,376905;6768,611346;8079,326442
DZA;2030;9180,254934;8447,811262;7161,894219;7199,55538;9726,57145
DZA;2035;10915,56459;9741,635615;7709,050108;7805,575351;11953,20503
DZA;2040;13006,61581;11298,16523;8343,86482;8565,883377;14746,10194
DZA;2045;15344,7428;13031,87506;8989,038406;9416,015081;17992,29221
DZA;2050;17798,67043;14868,36735;9586,67541;10284,644;21525,65247
DZA;2055;20231,6355;16740,12282;10131,05127;11140,68856;25157,89069
DZA;2060;22550,49136;18596,45596;10632,26107;11993,78983;28751,97172
DZA;2065;24693,76517;20386,86709;11106,34469;12871,19945;32203,9979
DZA;2070;26670,69805;22100,25509;11567,52983;13795,12024;35798,1258
DZA;2075;28520,10994;23732,6573;12032,04217;14761,47206;39931,40955
DZA;2080;30302,89824;25307,70334;12515,35204;15755,1777;44909,89366
DZA;2085;32152,06235;26844,8295;13031,48516;16768,71796;50869,26841
DZA;2090;34334,28439;28362,71522;13586,56259;17809,19857;57873,56237
DZA;2095;37008,32293;29892,3056;14183,14326;18886,24299;65930,68619
DZA;2100;40259,81264;31464,30132;14816,52797;20005,20199;75104,05918
ECU;1970;3155,272052;3155,272052;3155,272052;3155,272052;3155,272052
ECU;1975;4674,278041;4674,278041;4674,278041;4674,278041;4674,278041
ECU;1980;5634,591892;5634,591892;5634,591892;5634,591892;5634,591892
ECU;1985;5079,915975;5079,915975;5079,915975;5079,915975;5079,915975
ECU;1990;4728,106102;4728,106102;4728,106102;4728,106102;4728,106102
ECU;1995;5117,288562;5117,288562;5117,288562;5117,288562;5117,288562
ECU;2000;4781,406361;4781,406361;4781,406361;4781,406361;4781,406361
ECU;2005;5766,727264;5766,727264;5766,727264;5766,727264;5766,727264
ECU;2010;6170,591627;6170,591627;6170,591627;6170,591627;6170,591627
ECU;2015;7285,747746;7218,653645;7062,777925;7062,342012;7298,307697
ECU;2020;8656,892649;8338,864461;7682,214547;7692,113215;8743,797532
ECU;2025;10329,31438;9625,02439;8245,240858;8270,486156;10607,72404
ECU;2030;12123,7585;10977,81285;8749,684862;8798,507967;12741,40757
ECU;2035;13895,74546;12355,85379;9240,956218;9305,386668;14999,46516
ECU;2040;15952,71799;13757,20335;9688,221789;9808,572175;17718,66437
ECU;2045;18299,31298;15184,92848;10084,17124;10320,86585;20899,53557
ECU;2050;20829,49726;16905,72064;10366,1735;10774,97173;24407,42516
ECU;2055;23264,14744;18884,88194;10614,81042;11202,21851;27895,80657
ECU;2060;25483,9367;20987,03344;10903,2619;11663,82994;31206,79884
ECU;2065;27454,47879;23000,53939;11263,32297;12182,85618;34472,07278
ECU;2070;29281,56399;24875,81698;11688,93926;12761,12446;38210,10263
ECU;2075;31066,69793;26636,03764;12166,15447;13396,18118;42817,26659
ECU;2080;33068,2396;28322,80587;12668,45356;14087,05933;48486,90741
ECU;2085;35554,55095;29978,74991;13173,70134;14815,7589;55303,3707
ECU;2090;38627,08536;31634,1193;13684,57696;15576,67865;63234,75097
ECU;2095;42215,83931;33478,93236;14211,21066;16385,78742;72149,42516
ECU;2100;46297,08425;35615,73117;14769,09128;17237,1707;82072,58417
EGY;1970;1333,110217;1333,110217;1333,110217;1333,110217;1333,110217
EGY;1975;1264,826199;1264,826199;1264,826199;1264,826199;1264,826199
EGY;1980;1758,611753;1758,611753;1758,611753;1758,611753;1758,611753
EGY;1985;2380,438516;2380,438516;2380,438516;2380,438516;2380,438516
EGY;1990;2650,994151;2650,994151;2650,994151;2650,994151;2650,994151
EGY;1995;3405,884671;3405,884671;3405,884671;3405,884671;3405,884671
EGY;2000;3829,118887;3829,118887;3829,118887;3829,118887;3829,118887
EGY;2005;4280,906221;4280,906221;4280,906221;4280,906221;4280,906221
EGY;2010;4956,920698;4956,920698;4956,920698;4956,920698;4956,920698
EGY;2015;5837,570449;5809,664562;5776,336205;5784,173489;5846,909087
EGY;2020;6820,737619;6643,037807;6445,586411;6477,28378;6897,226959
EGY;2025;7951,43024;7472,511498;6942,012728;7007,290191;8203,666299
EGY;2030;9390,614;8463,124339;7421,461884;7536,835099;9973,28358
EGY;2035;11117,5063;9651,398463;7940,363089;8122,461168;12216,42593
EGY;2040;13112,25003;11038,76493;8494,59455;8798,930241;14930,06535
EGY;2045;15298,98981;12588,41636;9055,046661;9556,308;18029,08357
EGY;2050;17581,25726;14252,06859;9593,60616;10357,47366;21385,82766
EGY;2055;19843,61502;15964,74429;10090,49619;11162,64124;24841,93007
EGY;2060;22002,65338;17685,64009;10535,66684;11956,50699;28276,1743
EGY;2065;24005,91491;19382,89335;10934,29637;12751,69745;31595,79607
EGY;2070;25878,20718;21042,28369;11302,75362;13575,10761;35036,93827
EGY;2075;27655,71394;22643,96093;11660,68527;14431,74171;39005,62683
EGY;2080;29372,11464;24160,32089;12020,62768;15310,96406;43798,15335
EGY;2085;31053,83302;25598,12983;12392,16932;16203,04126;49530,01924
EGY;2090;32900,30483;26973,4165;12778,7031;17109,10927;56201,81403
EGY;2095;35093,21174;28320,90146;13182,74335;18033,25642;63770,19867
EGY;2100;37757,88716;29630,05392;13603,93505;18974,05975;72255,94771
ERI;1970;;;;;
ERI;1975;;;;;
ERI;1980;;;;;
ERI;1985;;;;;
ERI;1990;;;;;
ERI;1995;775,7497647;775,7497647;775,7497647;775,7497647;775,7497647
ERI;2000;821,8435102;821,8435102;821,8435102;821,8435102;821,8435102
ERI;2005;715,2127136;715,2127136;715,2127136;715,2127136;715,2127136
ERI;2010;592,7306026;592,7306026;592,7306026;592,7306026;592,7306026
ERI;2015;663,7347907;657,1537005;657,6896715;655,8109448;664,298716
ERI;2020;943,4301765;909,9385655;876,6564602;875,0096481;954,2946029
ERI;2025;1481,932029;1363,620271;1224,084846;1231,641849;1535,747702
ERI;2030;2183,886035;1890,262643;1560,712024;1599,368599;2348,482608
ERI;2035;2954,412635;2397,015705;1824,638732;1920,007556;3320,821051
ERI;2040;3746,699759;2850,142334;2000,79901;2175,50148;4414,243442
ERI;2045;4592,650272;3284,905815;2120,723341;2391,564803;5671,278003
ERI;2050;5574,67365;3760,873523;2223,259622;2608,185792;7201,642432
ERI;2055;6742,517888;4306,17358;2321,149414;2840,435028;9088,788117
ERI;2060;8120,34621;4935,559272;2419,330249;3096,261649;11390,17017
ERI;2065;9703,149107;5657,759166;2516,764319;3372,960094;14119,13729
ERI;2070;11454,26406;6473,699843;2615,364131;3669,979161;17226,19274
ERI;2075;13329,7984;7395,633885;2717,184328;3987,660133;20629,69215
ERI;2080;15360,47028;8448,779932;2824,262658;4328,770976;24344,56142
ERI;2085;17902,48216;9669,062426;2941,29605;4701,561744;28931,7104
ERI;2090;20887,72713;11069,30662;3068,510914;5109,09569;34304,76434
ERI;2095;24094,09599;12644,72816;3204,272282;5551,512636;40590,1094
ERI;2100;27211,95988;14370,09591;3348,827269;6031,812951;47895,37602
ESP;1970;11966,78291;11966,78291;11966,78291;11966,78291;11966,78291
ESP;1975;14905,2682;14905,2682;14905,2682;14905,2682;14905,2682
ESP;1980;15524,58228;15524,58228;15524,58228;15524,58228;15524,58228
ESP;1985;16069,36591;16069,36591;16069,36591;16069,36591;16069,36591
ESP;1990;19937,94542;19937,94542;19937,94542;19937,94542;19937,94542
ESP;1995;21229,35133;21229,35133;21229,35133;21229,35133;21229,35133
ESP;2000;25626,95484;25626,95484;25626,95484;25626,95484;25626,95484
ESP;2005;27984,33029;27984,33029;27984,33029;27984,33029;27984,33029
ESP;2010;27647,76025;27647,76025;27647,76025;27647,76025;27647,76025
ESP;2015;30638,81995;30693,96892;28916,57228;30757,46323;30572,39764
ESP;2020;34961,74083;35019,39077;29919,76002;35043,73808;35003,22621
ESP;2025;40522,10047;40405,84515;31119,72148;40222,22198;40927,32382
ESP;2030;46319,65249;45874,831;32591,47958;45296,30556;47492,8768
ESP;2035;52076,05669;51215,12083;34382,71704;50106,27158;54443,78189
ESP;2040;57556,51897;56251,73357;36410,49984;54574,24614;61461,10686
ESP;2045;62784,85349;60976,15104;38524,14961;58672,73358;68520,31251
ESP;2050;67886,4944;65464,12702;40596,31449;62394,84251;75690,99448
ESP;2055;73083,73054;69954,90377;42722,48797;66015,57946;83164,16287
ESP;2060;78344,13394;74498,79825;44953,92117;69705,38873;90877,32257
ESP;2065;83678,92284;79069,11101;47314,87134;73591,80346;98911,0862
ESP;2070;88942,27944;83459,67526;49728,5817;77550,20431;107095,0015
ESP;2075;94046,98295;87637,23627;52093,63646;81453,37127;115364,4037
ESP;2080;99211,85385;91769,45212;54401,4059;85286,95212;123970,5887
ESP;2085;104723,7316;96043,43956;56785,12237;89132,87307;133206,233
ESP;2090;110366,27;100550,3398;59386,75517;93127,94779;142831,3935
ESP;2095;116146,1833;105308,3854;62315,26446;97472,6328;152843,7884
ESP;2100;122348,6389;110312,16;65539,8362;102241,7063;163561,1144
EST;1970;;;;;
EST;1975;;;;;
EST;1980;;;;;
EST;1985;;;;;
EST;1990;9673,253647;9673,253647;9673,253647;9673,253647;9673,253647
EST;1995;7688,953751;7688,953751;7688,953751;7688,953751;7688,953751
EST;2000;10446,89412;10446,89412;10446,89412;10446,89412;10446,89412
EST;2005;16142,16384;16142,16384;16142,16384;16142,16384;16142,16384
EST;2010;16293,96381;16293,96381;16293,96381;16293,96381;16293,96381
EST;2015;18825,0446;18916,55636;19016,4522;19018,22389;18821,31745
EST;2020;20785,91478;20894,0918;21004,09719;21055,34473;20895,41427
EST;2025;23297,23937;23221,59983;23155,75579;23312,37137;23731,46868
EST;2030;25561,46204;25129,08866;24702,53815;24995,69576;26581,344
EST;2035;27505,56679;26711,64556;25839,36012;26307,95433;29331,11341
EST;2040;29112,87969;28050,1737;26768,93104;27464,56669;31840,27793
EST;2045;30531,01122;29289,44221;27667,45992;28642,29301;34411,8073
EST;2050;31979,56034;30495,72571;28569,89623;29873,73519;37377,55278
EST;2055;33777,6885;31861,47064;29563,99622;31236,04029;41081,63374
EST;2060;36069,47848;33522,87849;30688,94614;32830,11415;45641,17294
EST;2065;38844,68318;35530,06785;32015,58546;34721,99921;51068,49983
EST;2070;41984,28958;37807,02169;33560,26579;36892,9804;57233,68318
EST;2075;45423,66111;40285,93694;35275,3223;39273,68947;64071,23327
EST;2080;49202,97323;42946,97713;37098,7908;41799,66528;71661,20302
EST;2085;53417,99193;45810,96326;39024,39557;44440,36104;80169,67839
EST;2090;58093,43747;48921,99056;41115,1439;47237,50414;89672,46749
EST;2095;63140,65411;52302,65832;43432,55721;50256,33152;100097,6584
EST;2100;68339,52149;55903,1333;45969,85869;53498,10311;111211,7539
ETH;1970;459,1008947;459,1008947;459,1008947;459,1008947;459,1008947
ETH;1975;449,1109671;449,1109671;449,1109671;449,1109671;449,1109671
ETH;1980;452,5915214;452,5915214;452,5915214;452,5915214;452,5915214
ETH;1985;405,9702983;405,9702983;405,9702983;405,9702983;405,9702983
ETH;1990;412,9720851;412,9720851;412,9720851;412,9720851;412,9720851
ETH;1995;383,0478821;383,0478821;383,0478821;383,0478821;383,0478821
ETH;2000;459,9786153;459,9786153;459,9786153;459,9786153;459,9786153
ETH;2005;509,9690308;509,9690308;509,9690308;509,9690308;509,9690308
ETH;2010;684,4393254;684,4393254;684,4393254;684,4393254;684,4393254
ETH;2015;982,4459174;929,5617083;899,5127464;896,6915221;983,76647
ETH;2020;1243,510028;1110,662355;1021,753209;1022,69175;1260,781963
ETH;2025;1430,280697;1208,184526;1038,633674;1054,628132;1491,22488
ETH;2030;1618,965878;1301,159471;1030,538453;1075,600624;1760,909622
ETH;2035;1876,360248;1426,542354;1028,805215;1115,314328;2150,056851
ETH;2040;2224,228344;1585,226562;1028,045579;1168,575764;2699,698464
ETH;2045;2690,661067;1783,082688;1027,175715;1232,700178;3464,907669
ETH;2050;3285,008868;2017,23894;1021,082091;1299,500279;4481,712959
ETH;2055;4030,906793;2300,32355;1018,996166;1378,958812;5806,653795
ETH;2060;4951,205545;2648,387364;1024,322382;1476,725337;7499,126138
ETH;2065;6068,047058;3079,208009;1039,260315;1597,248034;9614,017402
ETH;2070;7392,398432;3602,492737;1060,577684;1737,621897;12183,08087
ETH;2075;9073,106334;4230,10378;1084,858052;1893,828051;15468,99672
ETH;2080;11080,99834;4957,905376;1109,102372;2061,755172;19441,45581
ETH;2085;13297,3483;5777,818382;1132,100744;2239,728625;23894,3432
ETH;2090;15539,39844;6689,808741;1155,094464;2430,609086;28481,85376
ETH;2095;17720,66514;7698,633892;1179,143287;2637,430004;33020,16012
ETH;2100;19826,06232;8979,660905;1205,068468;2863,117731;37834,47387
FIN;1970;13847,63862;13847,63862;13847,63862;13847,63862;13847,63862
FIN;1975;16525,66655;16525,66655;16525,66655;16525,66655;16525,66655
FIN;1980;18952,2891;18952,2891;18952,2891;18952,2891;18952,2891
FIN;1985;21195,19958;21195,19958;21195,19958;21195,19958;21195,19958
FIN;1990;24325,97528;24325,97528;24325,97528;24325,97528;24325,97528
FIN;1995;22579,55207;22579,55207;22579,55207;22579,55207;22579,55207
FIN;2000;28262,75107;28262,75107;28262,75107;28262,75107;28262,75107
FIN;2005;31758,00187;31758,00187;31758,00187;31758,00187;31758,00187
FIN;2010;32186,42311;32186,42311;32186,42311;32186,42311;32186,42311
FIN;2015;34293,38426;34370,9177;33227,92423;34506,10816;34255,20438
FIN;2020;37058,41856;37198,63023;34086,10881;37576,41885;37129,94613
FIN;2025;40656,67055;40746,7717;35335,9409;41437,94838;41120,7309
FIN;2030;44426,793;44318,55238;36853,02373;45224,62406;45717,79161
FIN;2035;48187,09952;47759,79499;38527,76271;48673,52707;50780,24828
FIN;2040;51866,88511;51058,02009;40356,29735;51886,47536;56121,7557
FIN;2045;55461,13116;54221,35845;42310,51282;55014,21284;61618,20647
FIN;2050;58977,71841;57269,71039;44376,40006;58153,00058;67191,9629
FIN;2055;62545,90154;60304,64448;46576,15662;61391,54301;73021,13443
FIN;2060;66247,60927;63431,34865;48952,14759;64780,20924;79277,69734
FIN;2065;70239,79592;66765,06724;51532,84709;68376,6071;86235,79013
FIN;2070;74585,81689;70292,05983;54317,3559;72183,18572;93909,84026
FIN;2075;79159,40558;73964,35424;57267,39523;76163,43426;102084,5635
FIN;2080;83934,65932;77776,89389;60361,49656;80317,81367;110695,162
FIN;2085;89086,31633;81770,01499;63585,12672;84676,0357;119981,7603
FIN;2090;94632,03166;85940,40481;66962,14754;89208,26092;130074,4594
FIN;2095;100461,4616;90325,27388;70521,48958;93936,83385;140941,2918
FIN;2100;106626,9546;95010,58452;74285,82657;98988,58288;152634,9274
FJI;1970;2486,571169;2486,571169;2486,571169;2486,571169;2486,571169
FJI;1975;3047,204829;3047,204829;3047,204829;3047,204829;3047,204829
FJI;1980;3587,819804;3587,819804;3587,819804;3587,819804;3587,819804
FJI;1985;3359,1391;3359,1391;3359,1391;3359,1391;3359,1391
FJI;1990;3694,202582;3694,202582;3694,202582;3694,202582;3694,202582
FJI;1995;3949,325169;3949,325169;3949,325169;3949,325169;3949,325169
FJI;2000;4178,509989;4178,509989;4178,509989;4178,509989;4178,509989
FJI;2005;4513,914427;4513,914427;4513,914427;4513,914427;4513,914427
FJI;2010;4283,903904;4283,903904;4283,903904;4283,903904;4283,903904
FJI;2015;5058,868208;5023,392299;5020,885234;5042,937683;5074,882484
FJI;2020;6632,509781;6511,676649;6425,142052;6448,9083;6702,39376
FJI;2025;9046,863879;8666,557417;8351,163705;8304,92244;9247,18006
FJI;2030;11609,95476;10770,55214;10102,50774;9882,178722;12028,3237
FJI;2035;14069,01055;12653,21498;11531,38749;11059,62481;14822,49383
FJI;2040;16294,9344;14293,08407;12617,88581;11908,79393;17515,54032
FJI;2045;18369,93547;15819,74583;13487,24778;12599,87733;20185,84456
FJI;2050;20362,85539;17338,50943;14245,37336;13257,27035;22897,60644
FJI;2055;22533,63248;19026,26875;15023,9917;13979,21502;25953,427
FJI;2060;25354,19642;20858,75848;15809,8797;14739,29233;30000,29238
FJI;2065;28671,06307;22832,01715;16603,8021;15505,76469;34827,91003
FJI;2070;32171,5924;24910,62836;17406,68563;16264,45325;40465,74532
FJI;2075;35723,70117;27046,65722;18210,06377;17004,95939;46873,20527
FJI;2080;39540,42213;29290,32585;19047,53559;17797,10349;54230,66807
FJI;2085;43855,85521;32362,75046;19958,05032;18709,90909;62659,08094
FJI;2090;48770,21357;36299,19487;20959,62419;19769,56106;72256,56398
FJI;2095;54276,66776;40972,78774;22033,96359;20952,90561;83065,67406
FJI;2100;60399,56885;46067,00437;23178,14437;22211,38523;95223,54645
FRA;1970;15635,19904;15635,19904;15635,19904;15635,19904;15635,19904
FRA;1975;18173,50422;18173,50422;18173,50422;18173,50422;18173,50422
FRA;1980;21060,40466;21060,40466;21060,40466;21060,40466;21060,40466
FRA;1985;22145,73043;22145,73043;22145,73043;22145,73043;22145,73043
FRA;1990;25392,26807;25392,26807;25392,26807;25392,26807;25392,26807
FRA;1995;26126,35882;26126,35882;26126,35882;26126,35882;26126,35882
FRA;2000;29266,53523;29266,53523;29266,53523;29266,53523;29266,53523
FRA;2005;30973,89401;30973,89401;30973,89401;30973,89401;30973,89401
FRA;2010;30837,90827;30837,90827;30837,90827;30837,90827;30837,90827
FRA;2015;33468,19298;33500,34677;30725,16113;33621,44186;33435,86339
FRA;2020;38131,7873;38132,75842;30584,8012;38427,82166;38140,04641
FRA;2025;44592,36274;44436,55975;31071,37224;44912,77076;44815,17524
FRA;2030;51534,45619;51065,94588;32245,84872;51587,68128;52292,76752
FRA;2035;58424,97466;57524,50451;33888,52067;57862,72841;60118,20008
FRA;2040;64987,64831;63565,82102;35841,91943;63597,67024;67912,94649
FRA;2045;71205,10898;69175,14102;37978,24238;68896,9907;75540,03491
FRA;2050;77164,54156;74422,65547;40222,44669;73897,71199;82968,59263
FRA;2055;83018,64453;79435,48982;42542,80187;78743,5645;90356,85215
FRA;2060;88774,35174;84298,37654;44937,06253;83529,93287;97773,22284
FRA;2065;94649,46781;89153,32235;47416,95303;88377,70959;105546,7612
FRA;2070;100601,301;94052,81892;50004,27611;93357,04184;113607,4872
FRA;2075;106651,8801;99053,56489;52711,34704;98489,75157;121921,8086
FRA;2080;113010,0931;104253,4775;55562,96388;103853,4147;130653,8854
FRA;2085;119842,2283;109686,7207;58577,35197;109476,7742;140000,5922
FRA;2090;127242,4681;115513,352;61783,32161;115572,8932;150122,7458
FRA;2095;135026,4341;121575,8343;65169,15548;121970,7939;160946,5996
FRA;2100;143091,3398;127788,6906;68737,26249;128558,7385;172422,1672
GAB;1970;8971,067897;8971,067897;8971,067897;8971,067897;8971,067897
GAB;1975;15052,50949;15052,50949;15052,50949;15052,50949;15052,50949
GAB;1980;13057,52663;13057,52663;13057,52663;13057,52663;13057,52663
GAB;1985;11786,3811;11786,3811;11786,3811;11786,3811;11786,3811
GAB;1990;10950,16715;10950,16715;10950,16715;10950,16715;10950,16715
GAB;1995;11302,62185;11302,62185;11302,62185;11302,62185;11302,62185
GAB;2000;11036,68497;11036,68497;11036,68497;11036,68497;11036,68497
GAB;2005;10298,25765;10298,25765;10298,25765;10298,25765;10298,25765
GAB;2010;10276,24295;10276,24295;10276,24295;10276,24295;10276,24295
GAB;2015;10296,7089;10111,7509;9820,169095;9795,415096;10308,69942
GAB;2020;10626,82315;10057,91618;9199,151205;9145,455679;10720,9525
GAB;2025;11358,53373;10276,87718;8761,407074;8675,838139;11644,91412
GAB;2030;12544,18017;10876,74843;8640,020939;8534,364809;13159,67502
GAB;2035;14083,60587;11811,58562;8777,605051;8665,642668;15173,50338
GAB;2040;15894,87583;12993,34483;9014,521452;8929,011233;17609,51048
GAB;2045;17881,43338;14367,29142;9289,081774;9269,26055;20365,28367
GAB;2050;20032,88368;15892,78938;9550,472485;9636,683875;23425,37119
GAB;2055;22626,86942;17537,38453;9832,313064;10063,0363;27127,688
GAB;2060;25580,11444;19296,11135;10155,4593;10570,61194;31389,61476
GAB;2065;28679,05436;21231,02557;10546,88605;11177,04939;36095,39469
GAB;2070;31673,93783;23345,51907;11012,07998;11876,31714;41358,92418
GAB;2075;34662,05283;26047,78977;11535,65721;12643,69014;47416,85518
GAB;2080;37909,43191;29196,47635;12081,03906;13437,1906;54450,6888
GAB;2085;41612,24996;32573,11487;12652,04838;14262,42559;62502,91621
GAB;2090;45852,83092;36033,7684;13244,33853;15116,87252;71617,80873
GAB;2095;50611,65466;39684,09098;13883,97292;16030,87081;81793,3358
GAB;2100;55859,88059;43572,20078;14568,62848;17001,31859;93036,83203
GBR;1970;15838,04126;15838,04126;15838,04126;15838,04126;15838,04126
GBR;1975;17673,47134;17673,47134;17673,47134;17673,47134;17673,47134
GBR;1980;19139,50878;19139,50878;19139,50878;19139,50878;19139,50878
GBR;1985;20969,61995;20969,61995;20969,61995;20969,61995;20969,61995
GBR;1990;24440,57647;24440,57647;24440,57647;24440,57647;24440,57647
GBR;1995;26147,26827;26147,26827;26147,26827;26147,26827;26147,26827
GBR;2000;30233,32283;30233,32283;30233,32283;30233,32283;30233,32283
GBR;2005;34183,55639;34183,55639;34183,55639;34183,55639;34183,55639
GBR;2010;33409,64802;33409,64802;33409,64802;33409,64802;33409,64802
GBR;2015;36475,71702;36536,16;34520,16351;36680,583;36425,07086
GBR;2020;41696,18996;41693,65675;35995,45702;42032,74064;41672,91617
GBR;2025;49242,39547;48926,64496;38435,21115;49408,07875;49406,12649
GBR;2030;57454,33924;56537,49381;41295,44053;56923,86623;58115,06143
GBR;2035;65652,92283;63958,31989;44337,49995;63914,54782;67198,31179
GBR;2040;73404,39776;70861,60819;47427,22633;70206,48101;76104,61363
GBR;2045;80624,3407;77204,57316;50500,39429;75921,17363;84629,30607
GBR;2050;87409,43867;83080,89325;53526,74898;81202,67324;92768,5569
GBR;2055;94027,58299;88718,71869;56529,03363;86235,67596;100802,0246
GBR;2060;100697,143;94353,6516;59593,39261;91226,22229;108975,7719
GBR;2065;107615,8873;100178,5801;62786,12734;96345,51087;117587,4941
GBR;2070;114761,148;106176,0774;66152,9522;101645,2217;126587,9328
GBR;2075;122133,527;112320,6889;69687,06484;107121,9693;135944,0221
GBR;2080;129702,7646;118660,269;73384,92744;112817,6452;145615,3403
GBR;2085;137693,6804;125248,1621;77228,32734;118754,5393;155846,222
GBR;2090;146444,2109;132159,6462;81261,99154;125007,1013;166990,8395
GBR;2095;155653,0054;139368,541;85531,52296;131556,7845;178860,0618
GBR;2100;165073,8502;146846,791;90078,91732;138416,9561;191288,0271
GEO;1970;;;;;
GEO;1975;;;;;
GEO;1980;;;;;
GEO;1985;;;;;
GEO;1990;;;;;
GEO;1995;1974,834744;1974,834744;1974,834744;1974,834744;1974,834744
GEO;2000;2957,79696;2957,79696;2957,79696;2957,79696;2957,79696
GEO;2005;3820,245628;3820,245628;3820,245628;3820,245628;3820,245628
GEO;2010;5063,331779;5063,331779;5063,331779;5063,331779;5063,331779
GEO;2015;8745,592837;8759,908921;8755,770963;8748,90318;8778,162139
GEO;2020;15512,69984;15432,30889;15248,20723;15236,83178;15734,91491
GEO;2025;23948,22363;23482,3364;22759,85566;22707,29908;24707,92054
GEO;2030;29898,38175;28874,01616;27442,58046;27248,66964;31488,13841
GEO;2035;32057,60853;30652,81766;28699,37857;28302,61097;34801,94713
GEO;2040;32442,56969;30686,46593;28992,72107;27761,25025;36602,71593
GEO;2045;32877,19783;30677,80085;29489,80722;27236,18984;38714,90304
GEO;2050;34184,22637;31358,67064;30468,64861;27360,68826;42044,40697
GEO;2055;36460,16762;32804,33721;31700,45203;28116,62394;46851,05354
GEO;2060;39506,63429;34848,08163;33184,23184;29244,40918;52957,0412
GEO;2065;43038,49885;37261,14013;34883,14078;30472,52577;59992,82043
GEO;2070;46909,07441;39913,30111;36758,71333;31763,69052;67759,05747
GEO;2075;51074,09346;42766,04993;38782,65485;33206,35661;76192,35766
GEO;2080;55640,06037;45836,82943;40956,68113;34881,3322;85481,2754
GEO;2085;60633,19415;49134,59549;43285,7106;36792,362;95724,80871
GEO;2090;66106,6363;52639,62011;45778,71428;38904,07475;107098,7651
GEO;2095;71928,32414;56342,0803;48453,20329;41193,67237;119390,4433
GEO;2100;77849,7926;60252,14958;51316,65739;43650,16389;132122,4952
GHA;1970;942,9940755;942,9940755;942,9940755;942,9940755;942,9940755
GHA;1975;867,1829764;867,1829764;867,1829764;867,1829764;867,1829764
GHA;1980;810,5799669;810,5799669;810,5799669;810,5799669;810,5799669
GHA;1985;806,0775873;806,0775873;806,0775873;806,0775873;806,0775873
GHA;1990;845,5015487;845,5015487;845,5015487;845,5015487;845,5015487
GHA;1995;847,414543;847,414543;847,414543;847,414543;847,414543
GHA;2000;888,5225259;888,5225259;888,5225259;888,5225259;888,5225259
GHA;2005;1045,081341;1045,081341;1045,081341;1045,081341;1045,081341
GHA;2010;1240,810408;1240,810408;1240,810408;1240,810408;1240,810408
GHA;2015;1459,107173;1433,388861;1415,1605;1411,507609;1461,218763
GHA;2020;1707,132041;1586,143358;1510,119221;1511,091392;1730,290202
GHA;2025;2025,009534;1729,196915;1545,725513;1567,081415;2107,971746
GHA;2030;2485,525309;1922,911053;1579,907875;1643,035726;2692,534662
GHA;2035;3110,184158;2184,133363;1630,905694;1758,851297;3534,951943
GHA;2040;3942,650855;2527,587553;1698,70366;1914,978482;4717,749762
GHA;2045;5009,456603;2961,828672;1776,105512;2103,800199;6309,369216
GHA;2050;6309,048571;3491,346483;1857,381259;2319,585938;8343,220878
GHA;2055;7800,471763;4120,891877;1939,114627;2560,416003;10795,97135
GHA;2060;9429,843159;4850,692727;2019,208473;2826,766002;13614,11569
GHA;2065;11142,27334;5686,840601;2097,120126;3120,286798;16718,04101
GHA;2070;12916,10487;6635,731598;2173,70472;3443,883525;20062,55429
GHA;2075;14735,47028;7699,112012;2253,589596;3805,94394;23603,08097
GHA;2080;16593,41641;8879,122611;2335,660156;4205,812265;27308,23493
GHA;2085;18484,36068;10164,44512;2422,930958;4649,925842;31154,77805
GHA;2090;20410,18155;11549,33682;2514,097154;5137,097845;35288,56704
GHA;2095;22365,82437;13015,40095;2608,843903;5667,035062;40130,84
GHA;2100;24351,42636;14542,39578;2707,12976;6239,70321;46046,20438
GIN;1970;805,5699183;805,5699183;805,5699183;805,5699183;805,5699183
GIN;1975;865,8485424;865,8485424;865,8485424;865,8485424;865,8485424
GIN;1980;883,5695415;883,5695415;883,5695415;883,5695415;883,5695415
GIN;1985;831,6901869;831,6901869;831,6901869;831,6901869;831,6901869
GIN;1990;860,6862189;860,6862189;860,6862189;860,6862189;860,6862189
GIN;1995;831,65692;831,65692;831,65692;831,65692;831,65692
GIN;2000;756,5132137;756,5132137;756,5132137;756,5132137;756,5132137
GIN;2005;869,9885059;869,9885059;869,9885059;869,9885059;869,9885059
